S9,GVA09,S1,S6,AREA_TOT,PERIMETER,AREA,MESO_ID,S7,Area_1,covered_area,S6_S8,S3,S4,HH01,POP07,S8,S2
0.0,0.08672,0.08672,0.0,4.42490673169E7,0.24501247646,0.00388096502,2010_00075,0.0,,0.0,0.0,0.0,0.0,9.42596,47.2851,0.0,0.0
0.0,0.10967,0.10967,0.0,4.90924386259E7,0.25637019221,0.00430595995,2010_00076,0.0,,0.0,0.0,0.0,0.0,14.31567,15.65208,0.0,0.0
0.0,0.19994,0.19994,0.0,4.92124474062E7,0.26437773293,0.0043165208,2010_00077,0.0,,0.0,0.0,0.0,0.0,13.39471,35.71238,0.0,0.0
0.0,0.14676,0.14676,0.0,4.8473367144E7,0.24945136764,0.00425196616,2010_00078,0.0,,0.0,0.0,0.0,0.0,10.39146,24.50434,0.0,0.0
0.0,0.09278,0.09278,0.0,5.00636072321E7,0.2593651868,0.0043921578,2010_00079,0.0,,0.0,0.0,0.0,0.0,10.66458,32.89398,0.0,0.0
0.0,4.18731,0.61435,3.57296,5.68484515648E7,0.30612018692,0.00498837733,2010_00080,0.0,,0.0,3.57296,0.0,0.0,30.76476,144.99438,0.0,0.0
0.0,0.19288,0.19288,0.0,5.05184290527E7,0.25472175078,0.00443055912,2010_00081,0.0,,0.0,0.0,0.0,0.0,17.73594,51.88506,0.0,0.0
0.0,0.0,0.0,0.0,5.58646689319E7,0.282917001,0.00489807003,2010_00082,0.0,,0.0,0.0,0.0,0.0,0.53165,4.73768,0.0,0.0
0.0,0.1094,0.1094,0.0,4.51780208275E7,0.24828797879,0.00396339383,2010_00083,0.0,,0.0,0.0,0.0,0.0,10.34405,19.42406,0.0,0.0
12.45427,12.94019,0.20618,0.27974,4.94405502543E7,0.26228738339,0.00433641102,2010_00084,0.0,,0.0,0.27974,0.0,0.0,20.32538,45.1883,0.0,0.0
15.97854,17.1527,1.17416,0.0,5.36412291243E7,0.29245053028,0.00470345382,2010_00085,0.0,,0.0,0.0,0.0,0.0,265.23063,1336.33941,0.0,0.0
0.0,0.10603,0.10603,0.0,5.36985445264E7,0.3217191676,0.0047101755,2010_00086,0.0,,0.0,0.0,0.0,0.0,18.87879,265.5294,0.0,0.0
12.22126,15.47906,3.2578,0.0,4.45300774315E7,0.31331156908,0.00390513295,2010_00087,0.0,,0.0,0.0,0.0,0.0,205.13031,2883.00651,0.0,0.0
0.0,0.40138,0.40138,0.0,4.80127716219E7,0.24960776467,0.00421236101,2010_00088,0.0,,0.0,0.0,0.0,0.0,23.78398,34.68734,0.0,0.0
1.49915,2.58931,1.09016,0.0,4.83737664849E7,0.26490524069,0.00424293387,2010_00089,0.0,,0.0,0.0,0.0,0.0,61.79432,267.46564,0.0,0.0
0.0,0.2293,0.2293,0.0,4.48956704547E7,0.28058733306,0.00393843326,2010_00090,0.0,,0.0,0.0,0.0,0.0,24.56015,68.51558,0.0,0.0
0.0,0.00143,0.0,0.00143,5.10299709357E7,0.27214976619,0.00447514906,2010_00091,0.0,,0.0,0.00143,0.0,0.0,0.49822,10.65979,0.0,0.0
9.66859,10.71721,1.04862,0.0,4.75430728063E7,0.27744779748,0.00416949889,2010_00092,0.0,,0.0,0.0,0.0,0.0,222.09875,1688.29986,0.0,0.0
0.0,0.02508,0.02508,0.0,1.74322333407E7,0.16800990849,0.00152906382,2010_00093,0.0,,0.0,0.0,0.0,0.0,6.13568,64.0933,0.0,0.0
5.83596,7.04272,1.20676,0.0,5.50735189932E7,0.28704761801,0.00483021454,2010_00094,0.0,,0.0,0.0,0.0,0.0,58.14956,325.23817,0.0,0.0
0.0,9.00906,9.00906,0.0,4.83301458935E7,0.26809925089,0.00423887034,2010_00095,0.0,,0.0,0.0,0.0,0.0,30.13676,365.59563,0.0,0.0
0.0,0.44925,0.44925,0.0,4.77361809418E7,0.25052763073,0.00418882294,2010_00096,0.0,,0.0,0.0,0.0,0.0,18.13875,62.64123,0.0,0.0
0.0,102.30036,0.32408,0.0,4.96170804565E7,0.24695563483,0.00435343666,2010_00097,0.0,,0.0,0.0,0.0,0.0,18.85345,118.8341,0.0,101.97628
5.83306,100.73324,1.03023,93.86995,5.34244220363E7,0.36287334661,0.00468539806,2010_00098,0.0,,0.0,93.86995,0.0,0.0,117.39625,786.73551,0.0,0.0
0.0,1.60299,0.35899,1.244,5.53232288944E7,0.28994296356,0.00485455896,2010_00099,0.0,,0.0,1.244,0.0,0.0,21.37421,76.52794,0.0,0.0
12.33284,12.64343,0.31059,0.0,4.87797003377E7,0.27172765035,0.00428045848,2010_00100,0.0,,0.0,0.0,0.0,0.0,26.51667,48.33146,0.0,0.0
0.0,0.42899,0.42899,0.0,4.30969096957E7,0.28216175216,0.00378037468,2010_00101,0.0,,0.0,0.0,0.0,0.0,15.1304,91.56186,0.0,0.0
0.0,0.85284,0.85284,0.0,4.54523348269E7,0.32042092934,0.00398698264,2010_00102,0.0,,0.0,0.0,0.0,0.0,28.23356,42.25477,0.0,0.0
0.0,0.14265,0.14265,0.0,4.63948313834E7,0.24795234215,0.00407071327,2010_00103,0.0,,0.0,0.0,0.0,0.0,13.52903,32.34763,0.0,0.0
29.11658,35.855,1.14775,0.0,5.46238382466E7,0.29548210783,0.00479094275,2010_00104,4.33649,,0.0,0.0,1.25418,0.0,348.60169,2588.28531,0.0,0.0
0.0,0.11244,0.11244,0.0,4.78516897352E7,0.25389647894,0.00419884269,2010_00105,0.0,,0.0,0.0,0.0,0.0,18.18264,140.02157,0.0,0.0
0.0,7.1497,0.2035,0.0,4.31334914702E7,0.28548330982,0.00378458367,2010_00106,6.9462,,0.0,0.0,0.0,0.0,16.67435,34.72555,0.0,0.0
0.0,0.01224,0.0,0.01224,4.4451513447E7,0.26696738053,0.00389839378,2010_00107,0.0,,0.0,0.01224,0.0,0.0,0.40025,16.58189,0.0,0.0
0.0,0.01319,0.0,0.01319,4.99704293994E7,0.31048353069,0.00438312502,2010_00108,0.0,,0.0,0.01319,0.0,0.0,0.49099,3.55326,0.0,0.0
0.0,0.08943,0.08943,0.0,4.55251514173E7,0.25011101379,0.0039947405,2010_00109,0.0,,0.0,0.0,0.0,0.0,13.27542,9.73907,0.0,0.0
0.0,0.09453,0.09453,0.0,4.75621781413E7,0.24592941692,0.00417357988,2010_00110,0.0,,0.0,0.0,0.0,0.0,10.2315,12.84921,0.0,0.0
0.0,0.2146,0.2146,0.0,4.79674119916E7,0.24190018187,0.00420946447,2010_00111,0.0,,0.0,0.0,0.0,0.0,11.60868,31.22559,0.0,0.0
12.19674,18.28076,6.08402,0.0,4.83846001291E7,0.27567504508,0.00424504618,2010_00112,0.0,,0.0,0.0,0.0,0.0,30.17072,352.73548,0.0,0.0
0.0,0.16129,0.16129,0.0,4.68776420928E7,0.25067585136,0.0041140175,2010_00113,0.0,,0.0,0.0,0.0,0.0,13.31833,11.79494,0.0,0.0
0.0,0.0836,0.0836,0.0,4.49117073785E7,0.24607859968,0.00394150039,2010_00114,0.0,,0.0,0.0,0.0,0.0,16.43823,45.6525,0.0,0.0
12.33899,14.92692,2.58793,0.0,5.66369918058E7,0.31115413311,0.00496911031,2010_00115,0.0,,0.0,0.0,0.0,0.0,421.47705,4524.24906,0.0,0.0
0.0,0.11576,0.1137,0.0,4.10868847339E7,0.24594620194,0.00360511881,2010_00116,0.00206,,0.0,0.0,0.0,0.0,13.42683,11.82601,0.0,0.0
23.21328,24.19074,0.97746,0.0,4.63309551623E7,0.27157187651,0.00406476308,2010_00117,0.0,,0.0,0.0,0.0,0.0,691.39142,4156.75043,0.0,0.0
